status,country,countryCode,region,regionName,city,zip,lat,lon,timezone,isp,org,as,query
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Addresses CNNIC,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",203.119.205.153
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Addresses CNNIC,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",203.119.205.154
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Addresses CNNIC,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",203.119.214.17
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Addresses CNNIC,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",203.119.217.116
success,China,CN,JS,Jiangsu,Suzhou,,31.299,120.585,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation,223.109.148.139
success,China,CN,JS,Jiangsu,Suzhou,,31.299,120.585,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation,223.109.148.171
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",35.167.213.203
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",44.230.82.63
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",44.233.135.247
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",44.238.208.26
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",44.239.154.208
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",44.241.48.186
success,Singapore,SG,03,North West,Singapore,858877,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd.",47.246.109.108
success,Singapore,SG,03,North West,Singapore,858877,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd.",47.246.109.109
success,United States,US,CA,California,Minkler,,36.7783,-119.418,America/Los_Angeles,Alibaba.com LLC,ALICLOUD-US,"AS45102 Alibaba (US) Technology Co., Ltd.",47.254.95.248
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",52.27.85.79
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",54.200.34.119
success,United States,US,OR,Oregon,Portland,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",54.69.214.41
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.112.156
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.112.196
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.112.84
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.113.130
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.113.146
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.113.237
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.113.90
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.23.195
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.23.214
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.23.69
success,China,CN,ZJ,Zhejiang,Hangzhou,,30.1898,120.192,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Hangzhou Alibaba Advertising Co., Ltd.","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",59.82.29.249
